username,rating,review,date
Putra Putra,3,"kenapa sih notifikasi shoppe ini delay banget,masak pembeli nanya notifikasi nya datang setelah 2-5 menit kemudian pelanggan jadi gak mau beli karna terlambat di respon. semua notifnya serba lambat,buka apk juga kadang lelet lelet padahal jaringan ok ok aja mohon tingkatkan lah ya.saya dah topup buat iklan banyak banyak tapi malah kek gini kan jadi gak mengenakkan perbaiki lah ya kedepannya biar notifikasinya gak delay lagi sumpah itu bikin rugi bangt🙏🙏🙏",2025-04-05 22:58:08
Sutardi Agung Pambudy,5,belanja dishopi sangat memuaskan,2025-04-05 22:57:21
ADIL Yanuar,5,baguss,2025-04-05 22:56:28
Sindi Lariska,5,mantap,2025-04-05 22:54:52
Dian N. S,2,"tambahin cara bayar via dana lah, ga relate bngt",2025-04-05 22:54:39
Vin 982,3,bisa tidak pihak shopee tolong di kondisikan setiap buka shopee langsung ke live video mana berisik pula harusnya buka shopee itu langsung ke belanjaan bukan lihat orang livestreaming !!!,2025-04-05 22:53:10
Syafena Almahyra Nugroho,2,jelek bngt mau daftar spaylatter susah,2025-04-05 22:53:02
No Fe,1,"hei min..kok akun saya tiba² log out sendiri, terus waktu mau login gk bisa selalu ada gangguan..mau ganti password susah selalu dapet sistem terjadi gangguan..benerin dong kok bisa akun saya tiba² log out",2025-04-05 22:52:39
Syaripudin (Bangkee),5,"Aplikasi bagus... cuma dari jasa pengirimannya saja kadang eror, dari pagi sampai sore tak ada via chat tau"" pengiriman dijadwalkan ulang bilangnya saya tidak ada di tempat, misalkan saya tidak ada di tempat juga tapi pembayaran saya titip ke rekan di tempat tujuan, ya intinya cuma kurang komunikasi saja dari mas pengirimnya...",2025-04-05 22:52:04
Ferry Irawan,1,"makin hari rulesnya semakin tidak berpihak ke seller fitur blokir buyer masa dihilangkan, hapus rating ga bisa tanpa persetujuan buyer",2025-04-05 22:51:12
Azid Zida,5,ok,2025-04-05 22:50:48
Azriel,5,ga tau kenapa bintang lima,2025-04-05 22:49:18
yumna Aulia R,5,kalau belanja di shopee tuh murah gratis ongkir,2025-04-05 22:49:18
keisa lubaba,5,"menurut saya apikasi ini sangat membantu,soalnya kadang kalo ga ada di daerah terdekat sini,bisa cari di shopee apa yang kita inginkan,apalagii banyak diskon sama vouchernyaa,buat kaum mendang mending pastii cocok sii,hehehe.🥰😋💗",2025-04-05 22:46:27
Mas Hudi,5,bagus semua pelayanannya,2025-04-05 22:46:25
Bedih12 Benyy,5,pokonyh puas. belanja di shopee,2025-04-05 22:41:56
Gugui Lenj,5,mantab,2025-04-05 22:41:24
gerhan amv,5,"ini aplikasi bagus kawan,tapi saya juga suka bingung karena saya pesen kopi di shopee 15 ribu tapi datang 50 ribu saya bingung kawan.tapi gapapa aplikasinya bagus kok",2025-04-05 22:41:13
Yu Di,5,bgus,2025-04-05 22:37:31
Rohimatul Afni,5,mantab,2025-04-05 22:36:26
Wika Primas,5,puas banget,2025-04-05 22:35:27
Sutikno Wijaya,4,"SHOPEE 03122024 Pembelian BARANG Belanja online lebih Baik Non COD (Non Cash On Delivery) : Karena sudah bayar di awal : 1. Pembeli dan Penjual sudah memiliki rekening perbankan, sudah memiliki investasi dan perjanjian kerjasama bisnis. 2. Pembukuan Transaksi Sudah selesai di awal dan selesai secara sistematis. 3. Tidak memberatkan Pembeli, Penjual dan Kurir, karena semua sudah di bayar di awal. 4. Perbedaan COD dan NON COD : yang jelas lebih Baik NON COD. Karena Uang antar negara sudah terkonve",2025-04-05 22:34:11
Agus Ridwan,1,"order dari tanggal 31 sampai sekarang masih belum dikirim chat sama penjual dari kemarin-kemarin diusahakan dikirim hari ini tapi sampai sekarang masih belum dikirim, ajuan pembatalan ditolak sama penjual, chat cs shopee tidak ada solusi malah disuruh nunggu lagi haduh peepee, rugi waktu nih walaupun nanti pembatalan otomatis duit balik juga",2025-04-05 22:34:11
apin video,2,pengiriman lama,2025-04-05 22:33:24
eMeFeR YT,1,barang palsu semua...gak pernah sesuai,2025-04-05 22:33:11
Ukii Kabuki,1,"pop up livenya maksa bgt tolong, org udah pencet tombol x tetep masuk video..risih sm po up live yg maksa buat nonton, pdhl lagi fokus buat lihat detail produk keganggu mulu.",2025-04-05 22:32:13
Elsa,5,mudah dan cepat,2025-04-05 22:29:55
Fahri Baik,5,mantap bagus bgt apk ini cuman tinggal klik dh selesai tepat waktu lgi,2025-04-05 22:29:21
Andreyas Bagus Fareno,5,"bagussss, produknya juga murah-murah dan berkualitas. cs nya juga ramah-ramah, baguss deh pokonya",2025-04-05 22:28:34
Fauzi Ashari,5,sangat berguna,2025-04-05 22:26:19
Tantri Rahmawati,3,shopeefood nyari driver nya lama banget kenapa ya?? udah di coba beberapa toko sedang mencari driver mulu,2025-04-05 22:25:59
nandar_KeheuLL,5,"Ongkir terjangkau, kalo bisa gratis ongkir 👍😁",2025-04-05 22:25:42
Atrie Fariza,5,Shopee oke bnget,2025-04-05 22:24:29
Ynt bp 002 Chanel,5,tambah sukses shope,2025-04-05 22:23:21
Fatma Ariati,5,sangat membantu apl shopie nya dan lebih mudah untuk belanja online nya,2025-04-05 22:23:10
Ida Fadli,5,Harga Bagus. Service Kurang Bagus. Pengiriman Lambat dibatalin GA boleh/ diTolak. Itu GA Bener di Lazada aja Bisa,2025-04-05 22:22:30
Heru Suhendra,5,mantap,2025-04-05 22:22:20
Dedi Irawan,5,mantap juwaa 👍,2025-04-05 22:22:19
Citro Widodo,4,bagus,2025-04-05 22:20:25
Aisyah Ayudia inara,5,bagus,2025-04-05 22:19:46
Tri Gusmayani,3,"baru sekali perkara barang cancel, COD lgsung ngk aktif lgi 😞jdi kurang puas belanja.",2025-04-05 22:18:27
Ezra Febriani,1,"Aplikasi berat, load lama, tarif tf 2.500 itu termasuk gede, plus layanan shopee foodnya JELEK BGT. 10X nyoba order ga ketemu driver terus. Kalau gtu hapus aja fiturnya.",2025-04-05 22:18:05
Wakib Farobi,5,baik sekali,2025-04-05 22:17:01
Diana Supriatna,5,good,2025-04-05 22:16:46
Ahmad Subkhy,3,tolong ditambahkan fitur shopee premium biar bisa beli barang yg diblokir,2025-04-05 22:16:38
Muhammad Naoval Zedan,5,cihuyy,2025-04-05 22:15:22
"Adhitya AE Jawa,Timur",5,Perkembangan update !!!,2025-04-05 22:13:57
Atun Ajja,5,shopee cepat dan tepat,2025-04-05 22:12:25
Cipto waluyo Jati,5,"puas pokoknya, selama ini pesanan saya sesuai dengan deskripsi.",2025-04-05 22:12:03
Rendra ardiyanto Ardiyanto,5,mantap,2025-04-05 22:10:01
Wildan Budiman Saefulo,2,"Tidak muncul event diskon tanggal seperti 4.4, 6.6, dan 7.7",2025-04-05 22:09:57
Suratno Joko,5,"shopee ,,pngirimn kilat 👍👍,number one",2025-04-05 22:08:49
Nurul Akbar Ikhsan,5,menarik penampilan dan bagus di lihat,2025-04-05 22:08:43
andi lento,5,suka,2025-04-05 22:08:26
Salsa Billa,5,memudahkan kita berbelanja,2025-04-05 22:08:15
Hilman Beat,2,Semi profesional,2025-04-05 22:08:06
Rasya nur Andini,5,ok,2025-04-05 22:07:30
ADAM SOUND 2INCH,5,GAMPANG UNTUK PESAN SEUATU DI APLIKASI INI,2025-04-05 22:07:23
Team Akatsuki,1,Bnyak penjual menjual barang rusak dan pencarian barang tidak sesuai,2025-04-05 22:06:48
Sahiudin Udin,5,jos,2025-04-05 22:05:27
AB DI,5,kerenkoh kosaya tidabisa donlotya,2025-04-05 22:05:02
Evan Ardiyanto,5,lebih mudah dan lebih murah belanja di aplikasi ini dengan gratis ongkir Rp.0 tidak seperti aplikasi sebelah yang selalu berubah² ongkir nya dan semakin mahal.,2025-04-05 22:05:01
Andri Kurniawan,5,goddd keren,2025-04-05 22:04:55
Armis Susila,3,saya kasih bintang 3 karena saya saat mesan Shopee food lama kali mencari driver nya... mohon defoloper perbaiki!,2025-04-05 22:03:46
Dina Silmiyah Aminah,5,bagus lah,2025-04-05 22:03:14
Dwi Okta,1,paaraaaahhhh gedegg jelek Spx Express pengirimanx lambatt payah2 spx.,2025-04-05 22:03:03
Sri rejeki Sri,5,puas bgt 😍,2025-04-05 22:02:29
Legar Saputra,5,bagus banget 🥰🥰,2025-04-05 22:01:59
gunawan Santoso,2,Tolong banyak jual memory hp palsu tolong shopee toko toko yang Jualan memori hp palsu di blokir terima kasih,2025-04-05 22:01:15
Tino Yatino,5,sangat membantu...mudah mencari barang yg di inginkan,2025-04-05 22:00:53
Bilqis Rambe,5,"Mantap, Banyak Gratis Ongkir Nya",2025-04-05 21:59:34
Mariska Ayunani,1,Shopee kakean aturan 👎,2025-04-05 21:57:34
Devi Yulianti,2,agak kecewa karna paylater saya dibekukan. bukankah semestinya yg bertanggung jawab itu yg di percaya . :(,2025-04-05 21:56:04
Riyan Ramdani,1,"udah gila Shopee, putus kerja sama j&t gw yg di pulau nusa Lembongan kena dampaknya, tau nggak expedisi yg lain tuh disini lemot, gw pernah pake Shopee express sebulan paket gw nyampe, gak cuman sekali, di pulau ini expedisi yg paling bisa di andelin cuma jnt, fix waktunya pindah ke market place yg lain, bye bye Shopee",2025-04-05 21:56:03
WW,1,"gk tau knp akhir akhir ini shopeefood sring kena ""sedang mencari driver"" trus, pdhal di sebeleh aman aj lngsung dpet, disini susahnya minta ampun dtengah kota padahal kocak. lama lama nunggu sejam dibatalin otomatis trus, bodoh uninstal aj",2025-04-05 21:53:15
Muhammad Zhen,5,👍🏻,2025-04-05 21:52:48
Yudi Arya,5,ok,2025-04-05 21:49:43
Bumi Sari Praja,1,apk sudah tidak bermutu.. banyak seller gak jujur.. pembelian barang sama barang yang datang tidak sesuai dan cs nya lelet,2025-04-05 21:49:41
Pitha Sajaa,2,"gk pernh nolak pket TPI tiba""gk bisa cod mna pembyrn fia TF trszz",2025-04-05 21:48:58
The Dark,5,good,2025-04-05 21:46:55
Subhan Adam,5,mantap oke...joss niaaan,2025-04-05 21:45:31
Ida laila Apriliani,1,tidak suka dengan shopee yg sekarang...jujurly sy lebih suka pakai pengiriman j&t dibanding spx ... walaupun tetap ada j&t didalamnya tapi tidak bisa cod ...so bad,2025-04-05 21:44:32
Aby Aby,1,aplikasi bodoh tolong matikan notif nya kebanyakan notifikasi yang sangat menggangu tolong perbaiki devoloper nya jangan keseringan ngirim notif,2025-04-05 21:43:16
Effen Supeni,5,is the best,2025-04-05 21:42:34
su ji,5,shopee ok pokoknya semoga makin sukses kedepannya,2025-04-05 21:42:02
Odilia Sogen,5,bagus,2025-04-05 21:41:53
Faisal Ardianto,3,saya memang suka belaja di shope udah dari lama tapi ada pengiriman yang salah,2025-04-05 21:41:49
TAMPIL BEDA,5,bgus,2025-04-05 21:41:47
Donny Maryudi,5,sangat membantu,2025-04-05 21:39:36
Toko Tgk,5,insyaallah selalu puas,2025-04-05 21:39:30
Siska Jjjj,5,sukaa bgt belanja di apk ini gk ribet dan mudah di mengerti,2025-04-05 21:39:19
Kentung,5,sejauh ini puas,2025-04-05 21:37:50
Knight,2,"kekmana nya ini shopee, mau co barang masa jasa pengirimannya gak ada",2025-04-05 21:37:31
bambang priambodo,5,sering belanja pakai APK ini.. kasi lebih banyak lagi dong diskonnya..,2025-04-05 21:37:31
ANANDA MIFTAHULKHAIR ALFIKRI,1,semenjak mobil gua di tabrak sama tukang kurir shopee gua jadi males belanja disini,2025-04-05 21:37:28
Mrifay Palu,5,mohon bantuannya saya TDK bisa menambah kartu rekening,2025-04-05 21:36:55
dhien sulung,5,"berbelanja di shopee lebih murah ongkir,dan kadang gratis ongkir kita dapat,lebih asyik lg barangnya bisa di cek dulu sebelum pembayaran,is the best lah pokoknya",2025-04-05 21:35:30
Joarifin Imamsyah,2,pas lagi mesan makanan lewat ShopeeFood di cancel mulu alasannya tidak ada driver yang mau antar bukan sekali atau dua kali yang dipesan ada 7x yang dipesan malah di cancel terus,2025-04-05 21:35:15
Merry Herlina,5,"belanja enak,gampang dan harganya sdkit dibwah pasar, pko e mantap",2025-04-05 21:34:35
viviviivi iviviviiv,5,"terimasih shopee.! dengan adanya kamu, kami yang di pelosok sangat terbantukan dalam mewujudkan cita2 dan keinginan.",2025-04-05 21:34:16
Atika anindya Shafa,5,KECINTAAN GWE BGT😘😘,2025-04-05 21:31:59
Rahmat Tulloh,5,simple & mudah......,2025-04-05 21:31:32
Azham Khorul,5,okeh,2025-04-05 21:30:55
Rohmad Adi,3,baik,2025-04-05 21:30:42
Sri Wahyuningsih,5,"Aplikasi belanja online yang sangat bermanfaat. Kita bisa belanja dengan mudah tanpa harus capek-capek ke toko untuk mendapatkan barang yang kita inginkan. Sejauh ini tidak ada kendala dalam berbelanja melalui aplikasi ini, dan semoga Shopee makin baik kedepannya. Terimakasih shopee...",2025-04-05 21:29:38
Resi Yasneti,5,Memuaskan...,2025-04-05 21:27:42
Alfin Atenk,5,good job,2025-04-05 21:27:05
Juni Ah,5,shopee membantu pelayanan kami,2025-04-05 21:27:05
Imran Gone,5,sangat membantu,2025-04-05 21:26:54
Husni Kifayatulazkia,5,sangat bagus sekali,2025-04-05 21:25:22
Aswin Aldi,1,"saya sangat sangat kecewa sekali ,Saldo penjualan saya 16 jutaan, tidak bisa ditarik sama sekali udah 3 tahun saya jualan di shopee , baru kali ini kek gini koncet",2025-04-05 21:25:20
Muhammad Nurul Anwar Anwar,3,"sekarang jadi lama bgt sampek nya,,soalnya udah ngga jnt lagi",2025-04-05 21:22:00
Family Truck Mini,2,kok keluar terus ya?,2025-04-05 21:19:57
indra galoenk,5,good,2025-04-05 21:18:13
Mohammad Nawawi,5,sangat bagus banget,2025-04-05 21:17:29
Marwaji Maranatha,5,Shopee sangat bagus membantu mencari kebutuhan hidup,2025-04-05 21:17:18
Sharul 11,5,sangat bagus,2025-04-05 21:17:05
Iluh Lina,5,sangat bagus,2025-04-05 21:16:41
Fian Hardita,2,kelamaan proses nyiapin barang nya makin lama nympe nya mnding toko online sblh sat set hari libur pun di kirim,2025-04-05 21:16:39
Aqmar Bintang,4,"kak kenapa klo buka aplikasi gambar nya sering gak muncul ya? JD kalo mau belanja suka kesel karna gambarnya gak muncul²,. tolong di perbaiki ya akak😊",2025-04-05 21:15:20
Mando Exelio,1,"Klu beli baju di shopee sebaiknya gk usa, baju pesan ukuran xl yg dtang M parah ...",2025-04-05 21:15:18
noor hayati,5,barang yang ditawarkan bagus dan terjangkau,2025-04-05 21:13:50
Jahira putri,5,"senang pakai shopee dan saya juga punya toko dishopee, Ranjasolshop menjual skincare BATRISYIA",2025-04-05 21:13:33
Eko Ardiyansyah,5,Memenuhi kebutuhanku,2025-04-05 21:13:14
Odeh Mandala,5,shopee sangat membantu dalam pencarian barang dan jual beli barang shopee mantap,2025-04-05 21:13:11
Sansan Okta,5,"Aplikasi Shopee ini sangat membantu, orderan datang cepat, datang langsung dianter di depan. Seller2nya baik2 dan kurirnya pun sangat baik serta ramah2.",2025-04-05 21:13:09
Z N,1,"Kenapa gambar/foto dari komentar pembeli tidak bisa di zoom seperti dahulu? itu alasan saya kasih bintang 1. kita calon pembeli kadang ingin lebih mengetahui lebih detail barang yang akan kita beli dari gambar pembeli yang lain (bukan dari gambar si penjual, sebab gambar dari penjual bisa di manipulasi) namun kita tidak bisa memperbesar (zoom) gambar tersebut.",2025-04-05 21:10:56
oprasto udiyatmoko udiyatmoko,5,sopee supaya meningkatkan pelayanan dan pengawasan,2025-04-05 21:10:12
Suryati Suryati,5,saya hanya kecewa kenapa Shopee tidak bekerja sama lg dengan ekspedisi j&t lagi padahal di tempat saya jnt lah yg paling bagus,2025-04-05 21:09:56
Nur Indah,1,"kecewa banget ma shopeefoddnya,, kita ni bayar pake shopeepay bukan pake paylater tp gila 1jam lebih makanan ga datang dong.. yang mau makan enak jdi ngga napsu dluan gara² pelayanannya lama banget",2025-04-05 21:09:51
Dimas Febriansyah,5,apk bagus,2025-04-05 21:08:30
Cindy Caroline,2,"shoppe knp sih kalo hujan susah bgt dapet driver,mana batalinnya hrs nunggu dulu 13 menit😭🙏🏻",2025-04-05 21:08:10
Rayan Soca cendana,2,"no udah bener, email udah bener tapi harus verifikasi, pas udah selesai verifikasi malah gamasuk no nya",2025-04-05 21:08:05
Krisna ayu,5,belanja di shopee gak ada nyeselnya,2025-04-05 21:07:36
Yunita amanda Sari,3,kurir nya terlalu lama pengantaran dari pagi sampe sekarang tuh paket ga nyampe-nyampe,2025-04-05 21:07:14
Jina Waya,1,semenjak pindah dari jnt pengantarannya lama waktunya juga di undur undur mulu,2025-04-05 21:07:06
zyraa San,1,lelet mending ke tiktokshop,2025-04-05 21:06:47
Olimpia Della,4,sampe saat ini masih bisa di andalkan,2025-04-05 21:06:04
Mery Anjani,5,👍,2025-04-05 21:05:22
Muhammad Musdar,5,sangat puas belanja diaplikasi Shopee,2025-04-05 21:05:18
reiza sya,3,"Tolong kk Developer, agar disable permanen fitur/menu ""video"" sy. Yg saat start-up apk shopee. Sdh dialgoritma/dicoding auto-nyala, gt kk ku. Langsung auto-buka ""video"". Kan ini BUKAN tiktok (tapi shopee). Knp MAKSA saat start-up, mode video aktif dg volume suara ngagetin? Sgt ganggu! bikin gak nyaman & boros pulsa data pula. *)NB: 🙏 Please sertakan tombol or menu utk disablenya, utk kendala ""fatal"" yg ""vital"" diatas ini ☝️🙏. Pada edisi terbit upgrade apk, versi berikutnya. Tolong ya. 👌🏻🛒📚",2025-04-05 21:05:00
Muhammad Fatkul,1,"shopee semakin kesini bukanya tambah baik malah tambah berkurang,selain penjualnya yang tidak amanah tidak jujur dan banyak penipuan ditambah lagi untuk pengirimanya tambah buruk dan lemot tidak jelas saran saya kalau mau beli barang lebih berhati"" cek dulu tokonya,dan lihat rating dan ulasan,sekian semoga bermanfaat",2025-04-05 21:04:39
Aditya Saputra,1,"akhir"" ini pengiriman nya lambat tidak sesuai tanggal estimasi yang di tentukan",2025-04-05 21:04:27
11 MINE 11,1,"(1) Belum tersedia metode pembayaran menggunakan QRIS. Padahal di eCommerce pesaing sudah tersedia metode pembayaran menggunakan QRIS (2) Verifikasi pembayaran atau transfer Seabank masih menggunakan PIN, belum bisa menggunakan Sidik Jari",2025-04-05 21:04:25
Mazda Wati,5,sangat baik dan bermanfaat,2025-04-05 21:03:59
Joko Purnomo,1,"dari kabar yang saya baca, apa benar dari pihak shopee mulai april tidak menggunakan j&t expres sebagai jasa kirim, memutus hubungan kerjasama dengan j&t expres? mau mengandalkan SPX expres, j&t cargo,dan ninja expres yang mengirimkan paket terlalu lama sampai tujuan? mungkin sudah saatnya beralih ke toko online yang lain",2025-04-05 21:03:40
Maxxstone Stone,5,aman dan terpercaya,2025-04-05 21:03:10
Yanti Abadi,5,"sesuai harapan kita, produk pun sangat terjangkau",2025-04-05 21:02:45
Dendi Herdiana,5,Pokoknya shoope keren,2025-04-05 21:02:25
RAFA,5,bener,2025-04-05 21:01:55
Ahmad Sirojuddin,5,shopee mantap,2025-04-05 21:01:33
Cosmas Budi Rahardjo,5,Seneng aja belanja di Shopee,2025-04-05 21:01:26
Bahrul Kirom,5,shopee ok,2025-04-05 21:01:03
Johansyah Saputra,5,Semua pilihan yang baik semoga sukses selalu sesuai bagus,2025-04-05 21:00:56
Pengguna Google,1,"Aplikasinya berat boros quota internet, promo cuma gimmick, diskon banyak tapi habis, hoax",2025-04-05 21:00:53
Mas iif Rafi'ah,5,produk nya keren banget aku udah 3 kali cek out,2025-04-05 21:00:06
imelda setyaningrum,4,"bagus bgt apk nya barangnya juga murah¹ udh gtu gratis ongkir lagi pokok nya the best dehh apknya ini, dia tepat waktu",2025-04-05 20:59:46
Ramlah Rara,5,mantap,2025-04-05 20:59:23
Om Aji,5,aman,2025-04-05 20:59:16
Kurniawan Natuna,5,sangat baik dan mmbntu agar mudah berbelanja,2025-04-05 20:59:12
taufik masri,5,"Terima Kasih Shopee, Aplikasi yg sangat membantu sekali untuk Berbelanja 👍👍👍",2025-04-05 20:58:51
Yusran Karim,5,oke,2025-04-05 20:58:45
Kevin Jericho,5,aplikasi nya mantul😁😁,2025-04-05 20:58:40
Dedi Azha,5,shopee emang mantap,2025-04-05 20:57:58
SkyRaa,4,"Ini shopee food nya yang bermasalah atau emng lagi ga ada driver ya? setiap mesen makanan status nya mencari driver trus..udah beberapa hari jugaa tetep sama, berakhir di batalin. udah mesen di resto yang beda"" juga tetep sama :(",2025-04-05 20:57:18
Nurjannah Pernek,1,"slalu update2 trus, stiapau buka aplikasi lama bisa loadingnya, mau co juga suka lemot",2025-04-05 20:57:14
DS Officiall,5,gooddd,2025-04-05 20:56:38
Uus Uswatun hasanah,5,ok banget,2025-04-05 20:56:27
Zeinn Hmd,1,"cari driver udah kay nyari keadilan di Indonesia, susah banget. udah nungguin 2 jam lebih pesan/batal berkali2 tetap ga nemu driver.",2025-04-05 20:56:13
Muhammad Wildan,5,Ndang donlod sopi soale lek tuku barang karek ngenteni di terno,2025-04-05 20:54:58
NutriSatir,1,kenapa selalu gk bisa buka shoopepay,2025-04-05 20:54:14
Bambang Irawan,5,pesanan sy sdh diterima dengan baik dan cepat,2025-04-05 20:52:35
Felix smakta,4,"untuk saat ini saya merasa sangat puas menggunakan shopee,namun setelah hilangnya pengiriman melalui JNT saya sedikit kecewa dengan pihak shope..bukan karena pemutusan kerja sama dengan JNT,namun Pengiriman menggunakan Spx kurang akurat🙏,2 kali paket saya hilang dengan status dalam pengiriman,tapi kurir tak kunjung memberi informasi paket telah sampai,saya tahu ini perkembangan baru shopee & saya akan tetap menggunakan aplikasi ini...semoga spx kedepannya berkembang dengan pengiriman bagus👍",2025-04-05 20:52:05
